MaStR-Nr. der Stromerzeugungseinheit,Anzeige-Name der Stromerzeugungseinheit,Bundesland der Einheit,Auswertung Energieträger,Bruttoleistung in MW,Nettonennleistung (elektrische Wirkleistung) in MW,Volleinspeisung oder Teileinspeisung?,Anschlussnetzbetreiber,Spannungsebene
SEE931044787582,Generator 3,Niedersachsen,Erdgas,3.5,3,Teileinspeisung (einschließlich Eigenverbrauch),LSW Netz GmbH & Co. KG (SNB957862279702),Mittelspannung
SEE952563244745,WKW Tannheim M1,Baden-Württemberg,Wasser,3,3,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung
SEE915930430462,WKW Tannheim M2,Baden-Württemberg,Wasser,3,3,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung
SEE916589914358,WKW Tannheim M3,Baden-Württemberg,Wasser,3,3,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung
SEE979772206050,GMA Generator 1,Nordrhein-Westfalen,Grubengas,3,3,Teileinspeisung,,Mittelspannung
SEE906722372718,Gegendruckturbine 3 MW,Sachsen,Wärme,3,2.975,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Mittelspannung
SEE949357092729,Gasmotor 9,Saarland,Grubengas,3.047,2.927,Volleinspeisung,Creos Deutschland GmbH (SNB940133714842),Mittelspannung
SEE954774732035,Gasmotor 11,Saarland,Grubengas,3.047,2.927,Volleinspeisung,Creos Deutschland GmbH (SNB940133714842),Mittelspannung
SEE956374067388,Gasmotor 12,Saarland,Grubengas,3.047,2.927,Volleinspeisung,Creos Deutschland GmbH (SNB940133714842),Mittelspannung
SEE978841169494,Gasmotor 13,Saarland,Grubengas,3.047,2.927,Volleinspeisung,Creos Deutschland GmbH (SNB940133714842),Mittelspannung
SEE988265559689,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine DT 2,Niedersachsen,Wärme,2.96,2.871,Teileinspeisung (einschließlich Eigenverbrauch),,Mittelspannung
SEE929068766096,UPM Schongau HKW 2 T1,Bayern,Erdgas,3.15,2.85,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Mittelspannung
BNA0012d,Werkskraftwerk Sappi Alfeld,Niedersachsen,Mineralölprodukte,,2.8,,,
BNA0638,HKW Mannheim,Baden-Württemberg,Abfall,,2.78,,Netrion GmbH,Mittelspannung (MS)
SEE976995281321,Kraftwerk Fulda Aggregat 3A,Hessen,Mineralölprodukte,2.845,2.76,Volleinspeisung,OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE970444408703,Kraftwerk Fulda Aggregat 3B,Hessen,Mineralölprodukte,2.845,2.76,Volleinspeisung,OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE918541277334,Kraftwerk Fulda Aggregat 3C,Hessen,Mineralölprodukte,2.845,2.76,Volleinspeisung,OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE967464788519,Kraftwerk Fulda Aggregat 4A,Hessen,Mineralölprodukte,2.845,2.76,Volleinspeisung,OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE959614237596,Kraftwerk Fulda Aggregat 4B,Hessen,Mineralölprodukte,2.845,2.76,Volleinspeisung,OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE911507913505,Turbine 2,Bayern,Erdgas,2.943,2.722,Teileinspeisung (einschließlich Eigenverbrauch),STADTWERKE KELHEIM GmbH & Co KG (SNB965500640463),Mittelspannung
SEE928797247012,Regensburg KWK 5,Bayern,Erdgas,2.679,2.679,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE910326850336,Regensburg KWK 1,Bayern,Erdgas,2.678,2.678,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE989785638618,Regensburg KWK 3,Bayern,Erdgas,2.678,2.678,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE902725989434,Regensburg KWK 4,Bayern,Erdgas,2.678,2.678,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE913985941537,medl BHKW Broich Modul 2 neu,Nordrhein-Westfalen,Erdgas,2.673,2.673,Volleinspeisung,Westnetz GmbH (SNB921897286493),Mittelspannung
SEE960155611554,medl BHKW Broich Modul 3 neu,Nordrhein-Westfalen,Erdgas,2.673,2.673,Volleinspeisung,Westnetz GmbH (SNB921897286493),Mittelspannung
SEE974910236807,N822 GE1,Rheinland-Pfalz,Wärme,2.7,2.65,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE916689752430,N822 GE2,Rheinland-Pfalz,Wärme,2.7,2.65,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE901516014812,Dampfturbine 1,Niedersachsen,Erdgas,2.84,2.64,Teileinspeisung (einschließlich Eigenverbrauch),Harz Energie Netz GmbH (SNB984607096621),Mittelspannung
SEE908927793930,Regensburg KWK 2,Bayern,Erdgas,2.678,2.624,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE985143270643,BHKW Neu-Ulm M1,Bayern,Erdgas,2.676,2.622,Volleinspeisung,Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945),Mittelspannung
SEE979426528330,BHKW Neu-Ulm M2,Bayern,Erdgas,2.676,2.622,Volleinspeisung,Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945),Mittelspannung
SEE939917723934,BHKW Neu-Ulm M3,Bayern,Erdgas,2.676,2.622,Volleinspeisung,Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945),Mittelspannung
SEE965203033722,BHKW Neu-Ulm M4,Bayern,Erdgas,2.676,2.622,Volleinspeisung,Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945),Mittelspannung
SEE994055644299,BHKW15,Nordrhein-Westfalen,Erdgas,2.679,2.619,Volleinspeisung,WSW Netz GmbH (SNB914306944756),Hochspannung
SEE902746865687,SWM Uppenborn 1 BSP1,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE954154513360,SWM Uppenborn 1 BSP10,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE945066910361,SWM Uppenborn 1 BSP2,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE989968560507,SWM Uppenborn 1 BSP3,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE970263793356,SWM Uppenborn 1 BSP4,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE901573149502,SWM Uppenborn 1 BSP5,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE901131362077,SWM Uppenborn 1 BSP6,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE932565997221,SWM Uppenborn 1 BSP7,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE958896843136,SWM Uppenborn 1 BSP8,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE973530454349,SWM Uppenborn 1 BSP9,Bayern,Batteriespeicher,2.61,2.61,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung
SEE972694764301,MHKW_Gen1,Bremen,Abfall,2.7,2.6,Teileinspeisung (einschließlich Eigenverbrauch),wesernetz Bremen GmbH (SNB942238573102),Hochspannung
SEE950688444200,Biomasse-HKW 2 Kehl,Baden-Württemberg,Biomasse,2.9,2.6,Teileinspeisung (einschließlich Eigenverbrauch),Überlandwerk Mittelbaden GmbH & Co. KG (SNB913992545742),Mittelspannung; Mittelspannung
SEE9-Dummy-EEG,,Mecklenburg-Vorpommern,Wasser,2.59576,2.59576,,,
SEE941850023651,Dampfturbine III Südzucker Offstein,Rheinland-Pfalz,Wärme,3,2.5914,Teileinspeisung (einschließlich Eigenverbrauch),Pfalzwerke Netz AG (SNB961471621746),Mittelspannung
SEE912681231416,Anlage 2009,Sachsen,Biomasse,2.59,2.578,Volleinspeisung,Stadtwerke Torgau GmbH (SNB933235634552),Mittelspannung
SEE914179988338,Turbine 6,Niedersachsen,Abfall,4.25,2.55,Teileinspeisung (einschließlich Eigenverbrauch),Westfalen Weser Netz GmbH (SNB929881052512),Umspannebene Hochspannung/Mittelspannung
SEE909963484639,BMW Landshut KWK 3,Bayern,Erdgas,2.627,2.55,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Landshut (SNB928992067729),Mittelspannung
SEE975925776395,GDT,Niedersachsen,Sonstige Energieträger (nicht erneuerbar),2.71,2.49,Teileinspeisung (einschließlich Eigenverbrauch),EWE NETZ GmbH (SNB951051725711),Umspannebene Hochspannung/Mittelspannung
SEE948375642084,SSD1,Niedersachsen,Mineralölprodukte,2.48,2.478,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE901935169124,SSD2,Niedersachsen,Mineralölprodukte,2.48,2.478,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE982082292286,SSD3,Niedersachsen,Mineralölprodukte,2.48,2.478,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE942432515786,Dampfturbine AEG,Baden-Württemberg,Wärme,2.5,2.454,Teileinspeisung (einschließlich Eigenverbrauch),Albwerk GmbH & Co. KG (SNB926699071292),Mittelspannung
SEE942803645654,Dampfturbine BBC,Baden-Württemberg,Wärme,2.5,2.443,Teileinspeisung (einschließlich Eigenverbrauch),Albwerk GmbH & Co. KG (SNB926699071292),Mittelspannung
SEE975024902015,KWK-0004,Nordrhein-Westfalen,Sonstige Energieträger (nicht erneuerbar),2.5,2.42,Volleinspeisung,Stadtwerke Lemgo GmbH (SNB967075358620),Mittelspannung
SEE960733358116,0065 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.455,2.419,Volleinspeisung,Stadtwerke Kempen GmbH (SNB943042904373),Mittelspannung
SEE938663790405,0066 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.455,2.419,Volleinspeisung,Stadtwerke Kempen GmbH (SNB943042904373),Mittelspannung
SEE960955163109,0067 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.455,2.419,Volleinspeisung,Stadtwerke Kempen GmbH (SNB943042904373),Mittelspannung
SEE963192915654,"HKW Pfaffenwald, Generator 43",Baden-Württemberg,Erdgas,2.6,2.4,Teileinspeisung (einschließlich Eigenverbrauch),Stuttgart Netze GmbH (SNB947592865054),Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung
SEE976263348152,0040 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.427,2.391,Volleinspeisung,,Mittelspannung
SEE918912535520,0041 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.427,2.391,Volleinspeisung,,Mittelspannung
SEE900953976684,0042 - STW - BHKW - KWK,Nordrhein-Westfalen,Erdgas,2.427,2.391,Volleinspeisung,,Mittelspannung
SEE996518986489,mtl. STW-Bio-EEG-004,Nordrhein-Westfalen,Biomasse,2.427,2.391,Volleinspeisung,,Mittelspannung
SEE936364054154,P18,Baden-Württemberg,Erdgas,2.3,2.3,,MVV Netze GmbH (SNB985472799266),Mittelspannung
SEE988071059649,V159 ET,Rheinland-Pfalz,Sonstige Energieträger (nicht erneuerbar),2.3,2.25,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE915096178499,W118 GTE,Rheinland-Pfalz,Sonstige Energieträger (nicht erneuerbar),2.245,2.2,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE977583940965,BHKW Hafen - Modul 7,Nordrhein-Westfalen,Erdgas,2.193,2.176,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE906681939748,BHKW Hafen - Modul 1,Nordrhein-Westfalen,Erdgas,2.19,2.173,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE967448123107,BHKW Hafen - Modul 2,Nordrhein-Westfalen,Erdgas,2.19,2.173,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE956207547964,BHKW Hafen - Modul 3,Nordrhein-Westfalen,Erdgas,2.19,2.173,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE900348277440,BHKW Hafen - Modul 4,Nordrhein-Westfalen,Erdgas,2.19,2.173,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE942234222677,BHKW Hafen - Modul 5,Nordrhein-Westfalen,Erdgas,2.19,2.173,Teileinspeisung (einschließlich Eigenverbrauch),Energie- und Wasserversorgung Hamm GmbH (SNB912743424114),Mittelspannung
SEE921196877927,KW Wyhlen Francis 06,Baden-Württemberg,Wasser,2.184,2.166,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Umspannebene Hochspannung/Mittelspannung
SEE935645540645,KW Wyhlen Francis 07,Baden-Württemberg,Wasser,2.184,2.166,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Umspannebene Hochspannung/Mittelspannung
SEE911430024132,KW Wyhlen Francis 08,Baden-Württemberg,Wasser,2.184,2.166,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Umspannebene Hochspannung/Mittelspannung
SEE910204132950,KW Wyhlen Francis 09,Baden-Württemberg,Wasser,2.184,2.166,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Umspannebene Hochspannung/Mittelspannung
SEE934727232676,KW Wyhlen Francis 10,Baden-Württemberg,Wasser,2.184,2.166,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Umspannebene Hochspannung/Mittelspannung
SEE995184160995,Cuno Heizkraftwerk Herdecke BHKW3,Nordrhein-Westfalen,Erdgas,2.17,2.13,Volleinspeisung,ENERVIE Vernetzt GmbH (SNB921319639913),Mittelspannung
SEE977514334252,Müllheizkraftwerk Offenbach Turbine 2,Hessen,Abfall,2.28,2.12,Teileinspeisung (einschließlich Eigenverbrauch),Energienetze Offenbach GmbH (SNB915100694458),Mittelspannung
SEE901453618340,MHKW Dampfturbine 2,Bayern,Abfall,2.2,2.1,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Rosenheim Netze GmbH (SNB988838479086),Mittelspannung
SEE972598164399,Dampfturbine,Hamburg,Erdgas,2.06,2.04,Teileinspeisung (einschließlich Eigenverbrauch),Hamburger Energienetze GmbH (SNB968295079586),Mittelspannung
SEE990308000553,Fernheizwerk 1-BHKW 4,Berlin,Erdgas,2.065,2.032,Volleinspeisung,Stromnetz Berlin GmbH (SNB979269087643),Mittelspannung
SEE971740147860,T/G 7,Nordrhein-Westfalen,Mineralölprodukte,2.039,2.025,Teileinspeisung (einschließlich Eigenverbrauch),OQ Services GmbH (SNB985069443664),Mittelspannung
SEE998028907619,Fernheizwerk 4-BHKW 7,Berlin,Erdgas,2.04,2.008,,Stromnetz Berlin GmbH (SNB979269087643),Mittelspannung
SEE926990956885,Fernheizwerk 2-BHKW 5,Berlin,Erdgas,2.028,2.004,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Mittelspannung
SEE994281911899,Fernheizwerk 3-BHKW 6,Berlin,Erdgas,2.03,2.004,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Mittelspannung
SEE968986286460,Untereichen F3,Bayern,Wasser,2,2,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Umspannebene Mittelspannung/Niederspannung
SEE902114639810,Bitterfeld BHKW,Sachsen-Anhalt,Erdgas,2.478,2,Volleinspeisung,Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung; Hochspannung
SEE958806714600,Biomethan BHKW 3 Hannover Stöcken,Niedersachsen,Biomasse,2,2,Volleinspeisung,enercity Netz GmbH (SNB971746988153),Mittelspannung
SEE963709646453,"Biomethan BHKW Hannover Herrenhausen, Motor 3",Niedersachsen,Biomasse,2,2,Volleinspeisung,enercity Netz GmbH (SNB971746988153),Mittelspannung
SEE910532842996,Au F3,Bayern,Wasser,2,2,Volleinspeisung,LEW Verteilnetz GmbH (SNB911705062982),Umspannebene Hochspannung/Mittelspannung
SEE997674469793,P35,Baden-Württemberg,Erdgas,2,2,Teileinspeisung (einschließlich Eigenverbrauch),MVV Netze GmbH (SNB985472799266),Mittelspannung
SEE992475918372,BHKW Bad Am Stadtwald,Schleswig-Holstein,Mineralölprodukte,2,2,Volleinspeisung,,Mittelspannung
SEE982694984074,BHKW 1,Baden-Württemberg,Erdgas,2.028,1.999,Teileinspeisung (einschließlich Eigenverbrauch),badenovaNETZE GmbH (SNB965774651691),Mittelspannung
SEE906691973961,medl BHKW Broich Modul 4,Nordrhein-Westfalen,Biomasse,1.999,1.999,Volleinspeisung,Westnetz GmbH (SNB921897286493),Mittelspannung
SEE928983473973,BHKW-G,Nordrhein-Westfalen,Erdgas,1.999,1.999,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Umspannebene Hochspannung/Mittelspannung
SEE908040387344,BHKW1,Hessen,Erdgas,2.005,1.9805,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Langen GmbH (SNB965379905076),Mittelspannung
SEE958897712714,BHKW2,Hessen,Erdgas,2.005,1.9805,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Langen GmbH (SNB965379905076),Mittelspannung
SEE979557573551,KIT_CN_BHKW_612,Baden-Württemberg,Erdgas,1.999,1.98,Teileinspeisung (einschließlich Eigenverbrauch),Karlsruher Institut für Technologie (SNB955784827612),Mittelspannung
SEE997108032975,KIT_CN_BHKW_0255,Baden-Württemberg,Erdgas,1.98,1.98,Teileinspeisung (einschließlich Eigenverbrauch),Karlsruher Institut für Technologie (SNB955784827612),Mittelspannung
SEE934292362181,Fernheizwerk 6-BHKW 8,Berlin,Erdgas,1.9998,1.9758,Volleinspeisung,Stromnetz Berlin GmbH (SNB979269087643),Mittelspannung
SEE944523267864,NEZ Adlershof Modul 1,Berlin,Erdgas,2,1.97,Teileinspeisung (einschließlich Eigenverbrauch),Energienetze Berlin GmbH (SNB917314328846),Mittelspannung
SEE998116131216,NEZ Adlershof Modul 2,Berlin,Erdgas,2,1.97,Teileinspeisung (einschließlich Eigenverbrauch),Energienetze Berlin GmbH (SNB917314328846),Mittelspannung
SEE998559811041,NEZ Adlershof Modul 3,Berlin,Erdgas,2,1.97,Teileinspeisung (einschließlich Eigenverbrauch),Energienetze Berlin GmbH (SNB917314328846),Mittelspannung
SEE932989146397,NEZ Adlershof Modul 4,Berlin,Erdgas,2,1.97,Teileinspeisung (einschließlich Eigenverbrauch),Energienetze Berlin GmbH (SNB917314328846),Mittelspannung
SEE943007353727,BHKW 1 Hamburg,Hamburg,Erdgas,1.999,1.97,Teileinspeisung (einschließlich Eigenverbrauch),Hamburger Energienetze GmbH (SNB968295079586),Mittelspannung
SEE957939399869,BHKW BASF F17,Nordrhein-Westfalen,Erdgas,1.999,1.968,Teileinspeisung (einschließlich Eigenverbrauch),Netzgesellschaft Düsseldorf mbH (SNB933956506145),Mittelspannung
SEE992491089179,F18BHKW,Nordrhein-Westfalen,Erdgas,1.999,1.968,Teileinspeisung (einschließlich Eigenverbrauch),Netzgesellschaft Düsseldorf mbH (SNB933956506145),Mittelspannung
SEE939597247393,BHKW Hauffstraße,Baden-Württemberg,Erdgas,2.016,1.968,Volleinspeisung,FairNetz GmbH (SNB991882909515),Mittelspannung; Mittelspannung
SEE921888721163,BHKW Hauffstraße,Baden-Württemberg,Erdgas,2.016,1.968,Volleinspeisung,FairNetz GmbH (SNB991882909515),Mittelspannung; Mittelspannung
SEE903508467828,BHKW Hauffstraße,Baden-Württemberg,Erdgas,2.016,1.968,Volleinspeisung,FairNetz GmbH (SNB991882909515),Mittelspannung; Mittelspannung
SEE932929596862,BHKW Hauffstraße,Baden-Württemberg,Erdgas,2.016,1.968,Volleinspeisung,FairNetz GmbH (SNB991882909515),Mittelspannung; Mittelspannung
SEE951279779923,BHKW Hauffstraße,Baden-Württemberg,Erdgas,2.016,1.968,Volleinspeisung,FairNetz GmbH (SNB991882909515),Mittelspannung; Mittelspannung
SEE936112096313,BHKW,Brandenburg,Erdgas,1.999,1.957,,E.DIS Netz GmbH (SNB941690671609),Hochspannung
SEE923433960119,Batteriespeicher Dresden - Reick,Sachsen,Batteriespeicher,2,1.95,Volleinspeisung,SachsenNetze GmbH (SNB980808485264),Mittelspannung
SEE907892165506,Cuno Heizkraftwerk Herdecke BHKW1,Nordrhein-Westfalen,Erdgas,1.988,1.95,Volleinspeisung,ENERVIE Vernetzt GmbH (SNB921319639913),Mittelspannung
SEE986561991462,Cuno Heizkraftwerk Herdecke BHKW2,Nordrhein-Westfalen,Erdgas,1.988,1.95,Volleinspeisung,ENERVIE Vernetzt GmbH (SNB921319639913),Mittelspannung
SEE925411264011,Turbine 5,Nordrhein-Westfalen,Abfall,2.9,1.93,Volleinspeisung,NGN Netzgesellschaft Niederrhein mbH (SNB911144461377),Mittelspannung
SEE903604447151,E-BHKW,Baden-Württemberg,Erdgas,1.999,1.899,Teileinspeisung (einschließlich Eigenverbrauch),SWP Stadtwerke Pforzheim GmbH & Co. KG (SNB929168402344),Hochspannung
SEE988996320985,P31,Baden-Württemberg,Erdgas,1.84,1.84,Teileinspeisung (einschließlich Eigenverbrauch),MVV Netze GmbH (SNB985472799266),Mittelspannung
SEE988996320985,P31,Baden-Württemberg,Erdgas,1.84,1.84,Teileinspeisung (einschließlich Eigenverbrauch),MVV Netze GmbH (SNB985472799266),Mittelspannung
SEE926418118239,GTS4,Nordrhein-Westfalen,Erdgas,1.853,1.8223,Teileinspeisung (einschließlich Eigenverbrauch),SWTE Netz GmbH & Co. KG (SNB950006175489),Mittelspannung
SEE901752522324,Rheinhafen-Dampfkraftwerk RDK 8 Wasserturbine,Baden-Württemberg,Wasser,1.8,1.8,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung
SEE941870180563,Pfreimd A1,Bayern,Wasser,1.8,1.8,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
